boletim_data,boletim_numero,tipo,numero,ano,orgao,data_ato,pagina,secao,ementa,relevante
2026-03-18,051/2026,PORTARIA,54,,,2026-03-13,0,PORTARIAS,"legais e institucionais que lhe são conferidas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, resolve: Art. 1° - Dispensar o servidor WASHINGTON JOSÉ SANTANA CORREA, Analista do MPU/Gestão Pública, matrícula n° 6001128-9, do encargo de substituto eventual do Chefe da Seção de Licitações e Compras da PRT/19ª Região, Código FC 03",0
2026-03-18,051/2026,PORTARIA,55,,,2026-03-13,0,PORTARIAS,"legais e institucionais que lhe são conferidas pela Portaria PGT n° 1.728, de 2 de outubro de 2017, resolve: Art. 1° - Dispensar o servidor WASHINGTON JOSÉ SANTANA CORREA, Analista do MPU/Gestão Pública, matrícula n° 6001128-9, do encargo de substituto eventual do Chefe da Seção de Logística da PRT/19ª Região, Código FC 02",0
2026-03-18,051/2026,PORTARIA,36,,,2026-03-17,0,PORTARIAS,"Constitui comissão organizadora de processo seletivo de estagiários do ano de 2026 da Procuradoria Regional do Trabalho da 22ª Região. lhe são conferidas pela Portaria PGT n° 1.728, de 2 de outubro de 2017;",0
2026-03-18,051/2026,PORTARIA,27,,,2026-03-17,0,PORTARIAS,"Estabelece, em caráter extraordinário, regime de trabalho não presencial aos(às) Servidores(as) e Estagiários(as) lotados(as) na Procuradoria do Trabalho no Município de Rondonópolis-MT.",0
2026-03-18,051/2026,PORTARIA,47,,,2026-03-17,0,PORTARIAS,"legais que lhe foram delegadas pela Portaria n° 1.728, de 2 de outubro de 2017, do Exmo. Sr. Procurador-Geral do Trabalho, nos termos do item II do art. 92 da Lei Complementar n° 75, de 20 de maio de 1993, RESOLVE: Art. 1° Convocar, para estagiar na Procuradoria do Trabalho no Município de Três Lagoas, as candidatas abaixo nominadas, conforme",0
2025-03-18,052/2025,PORTARIA,268,,PROCURADOR-GERAL DO TRABALHO,2025-03-17,0,PORTARIAS,"75, de 20 de maio de 1993, considerando a criação do Núcleo de Acordos Judiciais - NAJ na estrutura da Coordenadoria de Recursos Judiciais e Órgão Agente – CRJ, pela Portaria n° 1721, de 26 de novembro de 2024, bem como os dados e informações constantes do PGEA 20.02.0001.0009881/2024-57, RESOLVE:",0
2025-03-18,052/2025,PORTARIA,316,,PROCURADOR-GERAL DO TRABALHO,2025-03-17,0,PORTARIAS,"Institui o Programa de Acolhimento e Inclusão de novos(as) servidores(as) do Ministério Público do Trabalho (INCLUA-SE) nº 75, de 20 de maio  de 1993, e:",0
2025-03-18,052/2025,PORTARIA,6,,CORREGEDOR-GERAL DO MINISTÉRIO PÚBLICO DO TRABALHO,2025-02-24,0,PORTARIAS,Instaura Correição Extraordinária no 4º Ofício Geral da Procuradoria Regional do Trabalho da 21ª Região para verificação do funcionamento e da regularidade na atuação funcional do membro titular.,0
2025-03-18,052/2025,PORTARIA,76,,,2025-03-17,0,PORTARIAS,"PGEA 20.02.0100.0002034/2024-48 Recondução de integrantes de Comissão de Processo Administrativo Disciplinar. A VICE-PROCURADORA-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 1ª REGIÃO, no uso das suas",0
2025-03-18,052/2025,PORTARIA,77,,,2025-03-17,0,PORTARIAS,"A VICE-PROCURADORA-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 1ª REGIÃO, no uso das suas atribuições legais, considerando o disposto na Portaria PGT nº 673, de 24 de outubro de 2014, e Portaria PRT-1 nº 338, de 26 de setembro de 2019, republicada pela Portaria PRT-1 nº nº 667, de 29 de dezembro de 2021, RESOLVE: Art. 1º Designar a Dra. KATIESLA DOS SANTOS COSTA, Procurador(a) do Trabalho, titul",0
2025-03-18,052/2025,PORTARIA,81,,,2025-03-17,0,PORTARIAS,"legais que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, e pelas Portarias da PGT nº 673/2014 e nº 674/2014, além do disposto no Ato Conjunto PGR/CASMPU nº 1/2014, na Instrução Normativa SG/MPU nº 1/2014 e na Resolução CSMPT n° 222/2024,",0
2025-03-18,052/2025,PORTARIA,82,,,,0,PORTARIAS,"que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, e pelas Portarias da PGT nº 673/2014 e nº 674/2014, além do disposto no Ato Conjunto PGR/CASMPU nº 1/2014, na Instrução Normativa SG/MPU nº 1/2014 e na Resolução CSMPT n° 222/2024,",0
2025-03-18,052/2025,PORTARIA,69,,,2025-03-14,0,PORTARIAS,"legais, considerando o estabelecido no § 1º do art. 52 do Ato Conjunto PGR/CASMPU nº 1/2014, na Portaria PRT 4ª Região nº 171, de 31 de outubro de 2014, no art. 11 da Portaria nº 050, de 30 de março de 2015, na Resolução CSMPT nº 133, de 25 de outubro de 2016 e nas Portarias PRT 4ª Região nº 88, de 4 de abril de 2017, e nº 199, de 14 de junho de 2018, referente à designação para substituição por a",0
2025-03-18,052/2025,OFÍCIO,74,,,2025-03-14,0,OFÍCIO,"legais, considerando o estabelecido no § 1º do art. 52 do Ato Conjunto PGR/CASMPU nº 1/2014, na Portaria PRT 4ª Região nº 171, de 31 de outubro de 2014, no art. 11 da Portaria nº 050, de 30 de março de 2015, na Resolução CSMPT nº 133, de 25 de outubro de 2016 e nas Portarias PRT 4ª Região nº 88, de 4 de abril de 2017, e nº 199, de 14 de junho de 2018, referente à designação para substituição por a",0
2025-03-18,052/2025,OFÍCIO,76,,,2025-03-14,0,OFÍCIO,"Designa, no âmbito da Procuradoria Regional do Trabalho da 4ª Região, a Fiscalização e a Gestão dos Contratos Administrativos da Sede Porto Alegre. legais e regimentais, considerando a publicação da Portaria PGT nº 1019.2024, de 11 de julho de 2024, a qual dispõe sobre normas",0
2025-03-18,052/2025,OFÍCIO,77,,,2025-03-17,0,OFÍCIO,"legais, considerando o estabelecido no § 1º do art. 52 do Ato Conjunto PGR/CASMPU nº 1/2014, na Portaria PRT 4ª Região nº 171, de 31 de outubro de 2014, no art. 11 da Portaria nº 050, de 30 de março de 2015, na Resolução CSMPT nº 133, de 25 de outubro de 2016 e nas Portarias PRT 4ª Região nº 88, de 4 de abril de 2017, e nº 199, de 14 de junho de 2018, referente à designação para substituição por a",0
2025-03-18,052/2025,OFÍCIO,78,,,2025-03-17,0,OFÍCIO,"lhe confere o Regimento Interno do Ministério Público do Trabalho, aprovado pela Portaria PGT nº 1314/2017, e Considerando a Resolução nº 222, de 18/4/2024, editada pela Resolução nº 224, de 27/6/2024, ambas do Conselho Superior do Ministério Público do Trabalho, que estabeleceu as regras que orientam o exercício de plantão no âmbito do Ministério Público do Trabalho;",0
2025-03-18,052/2025,RESOLUÇÃO,222,,,,0,OFÍCIO,,0
2025-03-18,052/2025,OFÍCIO,79,,,2025-03-17,0,OFÍCIO,"legais, considerando o estabelecido no § 1º do art. 52 do Ato Conjunto PGR/CASMPU nº 1/2014 e na Resolução CSMPT nº 222, de 18 de abril de 2024, referente à designação para substituição por acumulação de ofícios nas Procuradoria do Trabalho do Municípios de Santo Ângelo(PGEA 20.02.0400.0000132/2025-48),",0
2025-03-18,052/2025,PORTARIA,10,,,2025-03-17,0,PORTARIAS,"legais, considerando o disposto nos artsº 87 e 91, inciso XXI e 92, inciso II, da Lei Complementar nº 75, de 20 de maio de 1993, CONSIDERANDO que o 17º Ofício Geral da Procuradoria  Regional do Trabalho da 6ª Região encontra-se vago, em razão da concessão de licença ao Procurador do Trabalho, MARCELO CRISANTO SOUTO MAIOR, para desempenho de mandato classista no",0
2025-03-18,052/2025,PORTARIA,49,,,2025-03-17,0,PORTARIAS,"Altera a Comissão de Fiscalização do Contrato nº 14/2024, referente à obra de reforma e de ampliação da edificação da nova sede da",0
2025-03-18,052/2025,PORTARIA,50,,,2025-03-17,0,PORTARIAS,"legais, considerando o disposto nos artigos 87, 91, inciso XXI, e 92, inciso II, da Lei Complementar nº 75, de 20 de maio de 1993, c/c  a Portaria PGT nº 142/2013, Considerando que a Administração Pública tem o dever de controlar, acompanhar e fiscalizar o fiel cumprimento dos contratos firmados",0
2025-03-18,052/2025,PORTARIA,55,,,2025-03-17,0,PORTARIAS,Designa Membros do Ministério Público do Trabalho lotados na substituição de Ofício.,0
2025-03-18,052/2025,PORTARIA,56,,,2025-03-17,0,PORTARIAS,,0
2025-03-18,052/2025,PORTARIA,51,,,2025-03-13,0,PORTARIAS,"Atualiza o calendário de feriados e pontos facultativos para o ano de 2025 a ser observado no âmbito da Sede da PRT 7ª Região e PTMs, considerando os calendários da Procuradoria-Geral do Trabalho e do TRT 7ª Região.",0
2025-03-18,052/2025,PORTARIA,52,,,2025-03-17,0,PORTARIAS,"Altera a escala de plantão no âmbito da PRT da 7ª Região e da PTM de Juazeiro do Norte/CE, nos dias 19 e 29 de março (Coordenadoria de",0
2025-03-18,052/2025,PORTARIA,63,,,2025-03-17,0,PORTARIAS,"Institui a Comissão de Organização de Evento Comemorativo de 50 anos da PRT9 e designa seus integrantes. que lhe foram delegadas pela Portaria nº 1.728, de 02 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso",0
2025-03-18,052/2025,PORTARIA,54,,,2025-03-17,0,PORTARIAS,"Designa Membro do Ministério Público do Trabalho lotado na substituição de Ofício. A VICE-PROCURADORA-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 10ª REGIÃO, no uso das",0
2025-03-18,052/2025,PORTARIA,071,,,2025-02-26,0,PORTARIAS,(PGEA 20.02.1500.0002901/2017-86) Dispõe sobre o expediente na Sede da Procuradoria Regional do Trabalho da 15ª Região no dia 21.2.2025.,0
2025-03-18,052/2025,PORTARIA,088,,,2025-03-17,0,PORTARIAS,"(PGEA 20.02.1500.0000187/2025-08) Dispõe sobre a designação para exercício acumulativo de ofícios, no mês de março/2025, no âmbito da Procuradoria Regional do Trabalho da 15ª Região.",0
2025-03-18,052/2025,PORTARIA,39,,,2025-03-17,0,PORTARIAS,"Altera as designações para substituição. legais e regulamentares,",0
2025-03-18,052/2025,PORTARIA,46,,,2025-03-14,0,PORTARIAS,"Designar o Procurador Regional do Trabalho Cássio de Araújo Silva para o encargo de titular do 1° Ofício Geral da PRT19. suas atribuições legais, resolve:",0
2026-03-19,052/2026,PORTARIA,409,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"Complementar n° 75/1993, considerando o disposto na Portaria PGT n° 1608.2021 e os dados e informações constantes do  PGEA  20.02.0001.0001710/2026-90, RESOLVE: Art. 1° Constituir o  Grupo Especial de Atuação Finalística - GEAF para atuar de forma conjunta e despersonalizada no Inquérito Civil -",0
2026-03-19,052/2026,PORTARIA,414,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"75, de 20 de maio de 1993, considerando o disposto na Portaria n° 1325, de 19/09/2024, que alterou a Política de Proteção de Dados Pessoais do Ministério Público do Trabalho, e os demais dados e informações constantes do PGEA  20.02.0001.0004553/2023-65, RESOLVE:",0
2026-03-19,052/2026,PORTARIA,416,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"Designa as(os) integrantes do Comitê Estratégico de Gestão de  Pessoas – CEGEP. 75, de 20 de maio de 1993, considerando o disposto na Portaria PGT n° 739/2016, que instituiu e regulamentou no âmbito do Ministério",0
2026-03-19,052/2026,PORTARIA,432,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"Complementar n° 75/1993, considerando o disposto na Portaria PGT n° 1608.2021 e os dados e informações constantes do PGEA  20.02.1500.0000245/2025-91, RESOLVE: Art. 1° Prorrogar, por 1 (um) ano, o Grupo Especial de Atuação Finalística - GEAF constituído pela Portaria n° 273.2025 e alterado pela",0
2026-03-19,052/2026,PORTARIA,1024.2025,,,,0,PORTARIAS,,0
2026-03-19,052/2026,PORTARIA,433,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"75, de 20 de maio de 1993, considerando as informações constantes do PGEA  20.02.1200.0000454/2023-21, bem assim o teor da Portaria PGT n° 665, de 20 de maio de 2024, publicada no BS 096/2024, Considerando que a Procuradora do Trabalho ALLINE PEDROSA OISHI DELENA já havia sido dispensada de compor o Grupo Especial",0
2026-03-19,052/2026,EDITAL,10,,VICE-ROCURADORA-GERAL DO TRABALHO,2026-03-18,0,EDITAIS,"A VICE-ROCURADORA-GERAL DO TRABALHO, no uso de suas atribuições legais, considerando o disposto no art. 91, XXI, da Lei Complementar n° 75, de 20 de maio de 1993, e a competência delegada pelo item ""XV"", do art. 1°, da Portaria 1252, de 20/08/2025, alterada pela Portaria n° 1280, de 26/08/2025, e tendo em vista o que consta nos arts. 52 e 53, do Ato Conjunto PGR/CASMPU n° 1/2014; CONSIDERANDO a de",0
2026-03-19,052/2026,PORTARIA,443,,DIRETORA DE ADMINISTRAÇÃO DA PROCURADORIA-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"Designa fiscalização da execução do CT 74/2023, firmado com a empresa CLARO S.A. e revoga a Portaria nº 2305.2023 – DA/PGT, de 07 de dezembro de 2023.",0
2026-03-19,052/2026,PORTARIA,444,,,2026-03-18,0,PORTARIAS,Designa equipe de planejamento da contratação de serviço de Almoxarifado Virtual para atendimento das necessidades do Ministério Público brasileiro.,0
2026-03-19,052/2026,PORTARIA,95,,,2026-03-18,0,PORTARIAS,"legais, considerando o disposto na Portaria PGT n° 673, de 24 de outubro de 2014, e Portaria PRT-1 n° 338, de 26 de setembro de 2019, republicada pela Portaria PRT-1 n° n° 667, de 29 de dezembro de 2021, RESOLVE: Art. 1° Art. 1° Tornar sem efeito o artigo Art. 25 da Portaria Substituição março 2026 n. 71/2026, de 25/2/2026, relativo à designação",0
2026-03-19,052/2026,PORTARIA,96,,,2026-03-18,0,PORTARIAS,"legais, considerando o disposto na Portaria PGT n° 1608, de 11 de novembro de 2021 e a Portaria PRT1 n° 416, de 13 de novembro de 2025, RESOLVE: Art 1° Dispensar, a pedido, o Procurador do Trabalho ALEXANDRE SALGADO DOURADO MARTINS do  Grupo Especial de Atuação",0
2026-03-19,052/2026,PORTARIA,97,,,2026-03-18,0,PORTARIAS,"legais, considerando o disposto no inciso II do artigo 1° da Portaria PGT no 1.728/2017, no artigo 55 do Ato Conjunto PGR/CASMPU no 1/2014 e no § 5° do artigo 1° da Portaria PRT-1 n° 338.2019, republicada pela Portaria PRT-1 n° 667.2021, RESOLVE: Art. 1° Designar, especificamente, o Procurador do Trabalho LEANDRO MOREIRA BATISTA para atuar na audiência telepresencial do",0
2026-03-19,052/2026,PORTARIA,44,,,2026-03-17,0,PORTARIAS,"Constitui Comissão de seleção para estágio acadêmico em Administração, Comunicação Social, Contabilidade,",0
2026-03-19,052/2026,PORTARIA,45,,,2026-03-17,0,PORTARIAS,"Altera a composição e o funcionamento da Comissão de Prevenção e Enfrentamento do Assédio Moral, Sexual e da Discriminação no âmbito da PRT 7ª Região.",0
2026-03-19,052/2026,PORTARIA,88,,,2026-03-18,0,PORTARIAS,"institucionais, considerando a Portaria PGT n° 1728, de 02 de outubro de 2017, e o Processo: PGEA 20.02.1205.0000066/2023-43, RESOLVE: Art. 1° Dispensar, a partir de 17/03/2026, o servidor HELITON BARÃO SILVA, matrícula 6009580-6, ocupante do cargo efetivo de",0
2026-03-19,052/2026,PORTARIA,87,,,2026-03-18,0,PORTARIAS,"(PGEA 20.02.1500.0002031/2025-78) Dispõe sobre a designação para exercício acumulativo de ofícios, no mês de março/2026, no âmbito da Procuradoria Regional do Trabalho da 15ª Região.",0
2026-03-19,052/2026,PORTARIA,41,,,2026-03-12,0,PORTARIAS,"(PGEA 20.02.2000.0000023/2026-37) que lhe foi delegada pela Portaria MPT-PGT n° 674/2014, e considerando o disposto no artigo 10 da Portaria PGT n° 673/2014,",0
2026-03-19,052/2026,PORTARIA,23,,,2026-03-18,0,PORTARIAS,"legais, que foram delegadas pela Portaria PGT n° 1728, de 02 de outubro de 2017, resolve: Art. 1° - Designar o servidor GUSTAVO HENRIQUE FERREIRA DANTAS, matrícula 6008391-3, ocupante do cargo efetivo de Técnico do MPU/Administração, para o encargo de substituto eventual da Seção de Autuação, Análise e Distribuição, código FC 02, da",0
2025-03-19,053/2025,PORTARIA,313,,DIRETOR-GERAL DO MINISTÉRIO PÚBLICO DO TRABALHO,2025-03-18,0,PORTARIAS,"(PGEA N° 20.02.0001.0000856/2025-65) Designa equipe de planelamento da contratação, em conformidade com a IN n° 58/2022 SEGES-MPDG e a Lei n° 14.133/21.",0
2025-03-19,053/2025,PORTARIA,337,,DIRETORA DE ADMINISTRAÇÃO DA PROCURADORIA-GERAL DO TRABALHO,2025-03-18,0,PORTARIAS,"Designa fiscalização da execução do Contrato n° 79/2023, firmado com a empresa MICROSOFT INFORMÁTICA LTDA e revoga a Portaria nº 2422.2023 – DA/PGT, de 21 de dezembro de 2023.",0
2025-03-19,053/2025,PORTARIA,329,,DIRETOR DE GESTÃO DE PESSOAS DO MINISTÉRIO PÚBLICO DO TRABALHO,2025-03-17,0,PORTARIAS,"conferida pelo inciso VIII, do art. 172, do Regimento Interno Administrativo do Ministério Público do Trabalho e considerando o disposto na Portaria PGR/MPU nº 577, de 16 de novembro de 2010, RESOLVE: Art. 1º Homologar o Estágio Probatório da servidora do Ministério Público do Trabalho, que ingressou na carreira de Técnico do Ministério",0
2025-03-19,053/2025,DECISÃO,717.2025,,,,0,PORTARIAS,,0
2025-03-19,053/2025,DECISÃO,722.2025,,,,0,PORTARIAS,,0
2025-03-19,053/2025,PORTARIA,78,,,2025-03-18,0,PORTARIAS,"A VICE-PROCURADORA-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 1ª REGIÃO, no uso das suas atribuições legais, considerando o disposto na Portaria PGT nº 1728, de 2 de outubro de 2017 e o contido na Resolução nº 185/2021, RESOLVE: Art. 1º Dispensar, a pedido, os Membros abaixo dos respectivos GAETs e  Coordenadorias Regionais da PRT 1ª Região:",0
2025-03-19,053/2025,PORTARIA,79,,,2025-03-18,0,PORTARIAS,"A VICE-PROCURADORA-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 1ª REGIÃO, no uso das suas atribuições legais que lhe foram delegadas pela Portaria n° 1.728, de 2 de outubro de 2017, do Procurador-Geral do Trabalho, e nos termos do inciso II do artigo 92 da Lei Complementar n° 75, de 20 de maio de 1993, CONSIDERANDO a falta de energia elétrica que atinge o 10º andar do Edifício Sede da PRT 1ª Reg",0
2025-03-19,053/2025,PORTARIA,83,,,2025-03-18,0,PORTARIAS,"que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Sr. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, CONSIDERANDO a Instrução Normativa nº 05, de 26 de maio de 2017, do Ministério do Planejamento, Desenvolvimento e Gestão, que",0
2025-03-19,053/2025,PORTARIA,84,,,2025-03-18,0,PORTARIAS,"que lhe foram delegadas pela Portaria nº 1728, de 2 de outubro de 2017, do Exmo. Procurador-Geral do Trabalho, nos termos do inciso II do art. 92 da Lei Complementar nº 75, de 20 de maio de 1993, e pelas Portarias da PGT nº 673/2014 e nº 674/2014, além do disposto no Ato Conjunto PGR/CASMPU nº 1/2014, na Instrução Normativa SG/MPU nº 1/2014 e na Resolução CSMPT n° 222/2024,",0
2025-03-19,053/2025,PORTARIA,75,,,2025-03-17,0,PORTARIAS,"Designa, no âmbito da Procuradoria Regional do Trabalho da 4ª Região, a Fiscalização e a Gestão dos Contratos Administrativos da PTM de Uruguaiana.",0
2025-03-19,053/2025,PORTARIA,46,,PROCURADORA-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA OITAVA REGIÃO,2025-03-18,0,PORTARIAS,"que lhe são conferidas pelo artigo 91, inciso XXI da Lei Complementar n.º 75, de 20 de maio de 1993, pelas Portarias PGT n.º 142/2013, n.º 673/2014 e n.º 674/2014. CONSIDERANDO a necessidade de designar e publicar a substituição de Ofício por Procurador do Trabalho que atua na Procuradoria",0
2025-03-19,053/2025,PORTARIA,67,,,2025-03-18,0,PORTARIAS,"estabelecidas no art. 311, inciso XXVIII, do Regimento Interno Administrativo do Ministério Público do Trabalho, e considerando o disposto no Manual de Planejamento de Contratações do MPT, bem como os documentos anexados no PGEA 20.02.0900.0000311/2025-34, RESOLVE:",0
2025-03-19,053/2025,PORTARIA,30,,,2025-03-18,0,PORTARIAS,"A VICE-PROCURADORA-CHEFE DA PROCURADORIA REGIONAL DO TRABALHO DA 11ª REGIÃO, no uso de suas atribuições legais, considerando o disposto no art. 1º, § 2º, XXVIII, da Portaria PGT nº 1.728, de 02/10/2017, CONSIDERANDO o teor do Ofício nº 102/2025, que requer a prorrogação do prazo inicialmente estipulado para a conclusão dos trabalhos, referente ao PGEA nº 20.02.1100.0000669/2024-78.",0
2025-03-19,053/2025,PORTARIA,86,,,2025-03-17,0,PORTARIAS,Dispensa integrante do Núcleo Regional de Mediação na PRT12ª Região - NUPIA/PRT12ª e atualiza sua composição.,0
2025-03-19,053/2025,PORTARIA,87,,,2025-03-17,0,PORTARIAS,"Cria Comissão de Saneamento Patrimonial e designa seus integrantes. institucionais, nos termos da delegação contida na Portaria PGT nº 1728, de 2 de outubro de 2017, que confere aos Procuradores-Chefes das Procuradorias Regionais do Trabalho a atribuição de praticar atos de gestão administrativa, financeira e de pessoal (art. 1º, III), assim",0
2025-03-19,053/2025,PORTARIA,89,,,2025-03-18,0,PORTARIAS,Designa fiscalização da execução da Nota,0
2025-03-19,053/2025,PORTARIA,90,,,2025-03-18,0,PORTARIAS,Designa fiscalização da execução da Nota,0
2025-03-19,053/2025,PORTARIA,41,,,2025-03-17,0,PORTARIAS,"Altera a designação de Procuradores do Trabalho para oficiar nas sessões de julgamento na terceira semana de março de 2025. legais e regulamentares,",0
2025-03-19,053/2025,PORTARIA,29,,,2025-03-18,0,PORTARIAS,"legais, e considerando a necessidade de atualização da Composição das Coordenadorias Temáticas, ALTERA a Portaria nº 201, de 27 de dezembro de 2023, publicada no BS 242/2023, de 28/12/2023, que DESIGNA os membros do Ministério Público do Trabalho, lotados nesta Regional, para atuarem como representantes locais, titulares e suplentes, perante as Coordenadorias Nacionais, conforme indicado abaixo:",0
2026-03-20,053/2026,PORTARIA,424,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"28 de maio de 1996, publicada no Diário Oficial da União de 30 de maio de 1996, e tendo em vista o que consta no PGEA 20.02.0001.0002143/2026-39, resolve: Art. 1° Transformar 01 (um) cargo de ANALISTA DO MPU/DIREITO, código AN030101, vago em decorrência da vacância do servidor",0
2026-03-20,053/2026,PORTARIA,425,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"28 de maio de 1996, publicada no Diário Oficial da União de 30 de maio de 1996, e tendo em vista o que consta no PGEA 20.02.0001.0002143/2026-39, resolve: Art. 1° Transformar 01 (um) cargo de ANALISTA DO MPU/DIREITO, código AN030101, vago em decorrência da vacância da servidora",0
2026-03-20,053/2026,PORTARIA,426,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"28 de maio de 1996, publicada no Diário Oficial da União de 30 de maio de 1996, e tendo em vista o que consta no PGEA 20.02.0001.0002143/2026-39, resolve: Art. 1° Transformar 01 (um) cargo de ANALISTA DO MPU/DIREITO, código AN030101, vago em decorrência da vacância do servidor",0
2026-03-20,053/2026,PORTARIA,427,,PROCURADOR-GERAL DO TRABALHO,2026-03-17,0,PORTARIAS,"28 de maio de 1996, publicada no Diário Oficial da União de 30 de maio de 1996, e tendo em vista o que consta no PGEA 20.02.0001.0002143/2026-39, resolve: Art. 1° Transformar 01 (um) cargo de ANALISTA DO MPU/DIREITO, código AN030101, vago em decorrência da vacância do",0
2026-03-20,053/2026,PORTARIA,445,,PROCURADOR-GERAL DO TRABALHO,2026-03-18,0,PORTARIAS,"Complementar n° 75/1993, considerando o teor do Relatório Conclusivo e Termo de Prorrogação de Projeto Estratégico Nacional, de 29/08/2025, subscrito pela Coordenadoria Nacional de Defesa do Meio Ambiente do Trabalho - CODEMAT, bem como os demais dados e informações constantes do PGEA 20.02.1202.0000021/2021-48, RESOLVE:",0
2026-03-20,053/2026,PORTARIA,446,,PROCURADOR-GERAL DO TRABALHO,2026-03-18,0,PORTARIAS,"Complementar n° 75/1993, considerando o disposto na Portaria PGT n° 1608.2021 e os dados e informações constantes do  PGEA  20.02.0200.0000564/2026-14, RESOLVE: Art. 1° Constituir o Grupo Especial de Atuação Finalística - GEAF para atuação no Procedimento Preparatório de Inquérito Civil n°",0
2026-03-20,053/2026,PORTARIA,449,,,2026-03-18,0,PORTARIAS,"PGEA  20.02.0001.0002308/2026-46 Institui e disciplina o Sistema de Governança de Inteligência Artificial no âmbito do Ministério Público do Trabalho, redefine as atribuições do Comitê de Governança de Inteligência Artificial – CGIA, e estabelece diretrizes para autorização, priorização e supervisão institucional das",0
2026-03-20,053/2026,PORTARIA,453,,PROCURADOR-GERAL DO TRABALHO,2026-03-18,0,PORTARIAS,"PGEA  20.02.0001.0002308/2026-46 Institui o Núcleo de Inovação e Inteligência Artificial do Ministério Público do Trabalho – NIIA/MPT, e dá outras providências.",0
2026-03-20,053/2026,DECISÃO,976.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,979.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,933.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,925.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,929.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,919.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,932.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,913.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,985.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,937.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,918.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,936.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,924.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,980.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,927.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,987.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,836.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,917.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,950.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,922.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,945.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,948.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,916.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,935.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,947.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,1001.2026,,,,0,RETIFICAÇÃO,,0
2026-03-20,053/2026,DECISÃO,964.2026,,,,0,RETIFICAÇÃO,,0
